"cycle_id","pond_id","total_seed","started_at","finished_at","area","deep","total_feed","total_weight","harvested_at","status","sampled_at","average_weight","days_difference","adg","fcr","stocking_density","pond_type"
"17225","31457","187340","2022-05-12 00:00:00+07","2022-07-23 00:00:00+07","2302.8396","1.2","452.5","161.26","2022-07-23","Full","2022-07-20","8.0620000000000000","3.0000000000000000","51.0660000000000000","2.8060275331762371","81.3517363519369738","intensif"
"17639","3","133000","2022-01-25 00:00:00+07","2022-05-09 00:00:00+07","1679.68","1.1","3677.00","3271.01","2022-05-09","Partial","2022-05-05","16.0333333333333333","4.0000000000000000","813.7441666666666667","1.1241176272772018","79.1817489045532482","supra intensif"
"15015","38297","110000","2023-04-08 00:00:00+07","2023-07-11 00:00:00+07","651.00","1.5","2533.8","1929.74","2023-07-11","Partial","2023-07-09","13.2880000000000000","2.0000000000000000","958.2260000000000000","1.3130266253484925","168.9708141321044547","supra intensif"
"20750","7364","300000","2023-03-07 00:00:00+07","2023-06-06 00:00:00+07","3080.25","1.25","3328.5","1099.6","2023-06-06","Full",NULL,NULL,NULL,NULL,"3.0270098217533649","97.3946919892865839","intensif"
"16267","31447","290400","2022-10-16 00:00:00+07","2023-01-12 00:00:00+07","2118.1604","1.2","3736.43","2143.50","2023-01-12","Partial","2023-01-06","11.3328571428571429","6.0000000000000000","355.3611904761904762","1.7431443900163284","137.1000987460628572","intensif"
"18535","34728","200000","2023-01-16 00:00:00+07","2023-05-24 00:00:00+07","4999.9041","1.5","7925.0","5341.0","2023-05-24","Full","2023-05-24","12.9519047619047619","0.000000000000000000000000",NULL,"1.4838045309867066","40.0007672147151782","intensif"
"16165","30607","250000","2023-03-11 00:00:00+07","2023-05-08 00:00:00+07","1900.00","1.2","1465.3","731.0","2023-05-08","Full","2023-04-28","3.3875000000000000","10.0000000000000000","72.7612500000000000","2.0045143638850889","131.5789473684210526","supra intensif"
"20739","7370","400200","2022-09-19 00:00:00+07","2023-01-22 00:00:00+07","2999.9475","1.25","7624.5","4269.74","2023-01-22","Partial","2022-12-21","6.6550000000000000","31.0000000000000000","137.5188709677419355","1.7857059212036330","133.4023345408544650","intensif"
"18604","32219","100000","2022-08-14 00:00:00+07","2022-10-12 00:00:00+07","780.00","2.0","504.6","205.0","2022-10-10","Full","2022-10-01","3.5000000000000000","9.0000000000000000","22.3888888888888889","2.4614634146341463","128.2051282051282051","supra intensif"
"19078","34703","250000","2022-09-20 00:00:00+07","2023-01-19 00:00:00+07","4999.9041","1.5","9022.0","4827.0","2023-01-19","Full","2023-01-18","9.5917647058823529","1.00000000000000000000","4817.40823529411764710000","1.8690698156204682","50.0009590183939728","intensif"
"17438","12528","240000","2021-05-28 00:00:00+07","2021-08-17 00:00:00+07","2400.2651","1.5","4352.0","1536.21","2021-08-17","Partial","2021-08-20","11.7862500000000000","-3.0000000000000000","-508.1412500000000000","2.8329460164951406","99.9889553866362511","intensif"
"16167","34731","300000","2022-08-03 00:00:00+07","2022-12-06 00:00:00+07","4999.9041","1.5","9638.0","5383.0","2022-12-06","Full","2022-11-30","10.1681818181818182","6.0000000000000000","895.4719696969696970","1.7904514211406279","60.0011508220727674","intensif"
"18671","34711","300000","2023-01-07 00:00:00+07","2023-05-04 00:00:00+07","4999.9041","1.5","8502.0","5798.8","2023-05-04","Full","2023-05-03","13.0275000000000000","1.00000000000000000000","5785.77250000000000000000","1.4661654135338346","60.0011508220727674","intensif"
"15305","7385","302049","2023-05-14 00:00:00+07","2023-06-30 00:00:00+07","3073.8381","1.25","1177.0","194.0","2023-06-30","Full","2023-06-19","3.3600000000000000","11.0000000000000000","17.3309090909090909","6.0670103092783505","98.2644466538429594","intensif"
"18609","31480","177684","2022-06-03 00:00:00+07","2022-07-24 00:00:00+07","2207.8394","150.0","665.33","401.77","2022-07-24","Full","2022-07-19","8.0300000000000000","5.0000000000000000","78.7480000000000000","1.6559972123354158","80.4786797445502603","intensif"
